roughness,brightness,thickness,curling,dirt,clip,wave,quality
307,88,2,33,2,3,3,broke
302,95,2,91,1,3,2,broke
260,86,1,94,2,3,1,broke
306,87,2,63,1,3,2,broke
298,93,2,85,1,1,2,broke
301,87,2,2,1,2,3,broke
308,94,2,27,0,1,1,broke
279,88,2,31,0,1,1,broke
310,100,1,23,1,3,3,broke
296,96,1,69,1,1,1,broke
270,89,2,89,2,3,1,broke
293,91,1,65,1,2,1,broke
273,90,2,89,1,3,2,broke
264,90,2,22,0,2,2,broke
259,91,2,4,0,1,1,broke
273,99,2,87,0,3,3,broke
298,90,2,84,2,3,3,broke
308,88,1,17,2,3,2,broke
261,99,1,67,1,1,3,broke
270,95,2,71,1,2,3,broke
289,93,2,54,1,3,2,broke
289,92,1,32,1,2,2,broke
252,92,2,96,2,1,2,broke
264,85,1,74,0,1,1,broke
294,96,1,84,0,2,3,broke
266,94,1,60,2,3,3,broke
264,91,2,68,1,2,3,broke
304,85,1,92,2,2,3,broke
310,87,1,24,1,3,3,broke
275,91,2,3,2,3,2,broke
278,95,2,28,1,3,1,broke
279,85,2,12,0,3,2,broke
310,85,2,35,1,2,2,broke
285,92,2,52,1,3,2,broke
260,95,2,98,0,3,3,broke
277,95,2,56,0,3,3,broke
289,92,1,21,2,3,3,broke
300,98,2,96,2,2,1,broke
267,91,2,45,0,1,3,broke
301,98,1,35,0,1,2,broke
268,87,1,53,1,2,2,broke
286,90,2,50,1,3,2,broke
264,96,2,99,2,3,2,broke
293,85,2,30,2,2,3,broke
265,92,1,3,0,3,2,broke
295,91,1,90,2,1,2,broke
277,91,1,48,1,3,2,broke
250,98,1,75,0,3,1,broke
279,99,2,70,0,3,2,broke
265,89,1,13,2,2,1,broke
278,95,1,55,2,2,2,broke
273,93,2,45,2,2,1,broke
277,91,1,42,1,2,2,broke
256,94,2,11,2,3,1,broke
294,91,1,64,0,2,3,broke
254,97,2,31,0,3,1,broke
304,88,1,40,0,1,3,broke
294,87,1,95,2,2,2,broke
281,96,1,63,1,3,3,broke
251,97,2,20,2,1,2,broke
262,95,2,8,2,1,2,broke
278,88,1,46,0,3,3,broke
286,86,2,18,1,1,3,broke
252,98,2,89,2,1,1,broke
278,91,1,78,0,1,3,broke
302,86,1,12,2,1,2,broke
276,99,2,90,1,1,1,broke
272,92,2,51,0,1,1,broke
298,97,1,38,2,1,1,broke
300,90,2,9,2,2,3,broke
280,99,2,24,2,3,1,broke
293,94,2,90,1,1,1,broke
284,90,2,66,1,1,2,broke
267,85,1,6,2,3,2,broke
310,97,1,89,1,1,1,broke
296,87,2,93,0,3,1,broke
302,96,1,55,1,1,1,broke
271,93,1,51,2,2,3,broke
296,96,1,53,1,1,3,broke
253,95,2,58,2,2,1,broke
293,93,1,41,1,1,1,broke
271,95,2,53,0,1,1,broke
299,93,2,30,0,1,3,broke
282,98,1,98,2,1,3,broke
292,86,2,48,0,1,3,broke
293,92,1,90,2,2,2,broke
266,92,1,85,1,2,1,broke
308,88,1,95,2,3,2,broke
306,94,1,67,2,2,1,broke
302,98,2,23,2,1,2,broke
288,92,1,58,2,3,2,broke
306,86,2,33,1,1,3,broke
278,100,2,58,2,3,1,broke
254,87,2,76,1,3,2,broke
276,95,1,83,2,2,1,broke
290,87,1,15,0,3,2,broke
280,86,2,29,2,2,2,broke
262,85,1,93,2,2,3,broke
292,97,1,62,1,1,2,broke
261,89,2,59,1,1,3,broke
267,94,1,86,2,3,3,broke
285,99,2,93,0,3,3,broke
276,91,2,35,2,3,3,broke
307,92,1,1,2,1,3,broke
276,96,2,17,0,1,1,broke
305,93,1,95,0,1,3,broke
272,96,1,9,0,1,2,broke
265,91,1,40,1,3,1,broke
303,100,1,82,0,2,1,broke
309,88,2,99,2,1,1,broke
287,96,2,79,0,3,3,broke
255,89,1,31,0,1,3,broke
272,87,1,68,2,2,3,broke
268,90,1,14,1,1,2,broke
264,97,1,59,1,2,3,broke
288,93,1,3,2,1,1,broke
287,90,2,57,0,2,2,broke
263,97,2,54,2,1,1,broke
273,96,2,60,2,2,2,broke
308,100,1,40,2,2,2,broke
289,100,2,0,0,1,1,broke
290,99,1,94,2,3,3,broke
259,88,2,97,1,3,3,broke
277,87,2,93,2,3,2,broke
286,88,1,3,2,1,3,broke
302,88,1,20,1,3,2,broke
290,93,2,98,0,1,2,broke
297,86,2,99,1,1,2,broke
267,91,1,69,2,1,1,broke
297,91,2,66,0,1,3,broke
252,85,2,30,1,1,3,broke
296,97,2,13,2,2,1,broke
295,88,1,21,0,1,2,broke
267,98,1,53,1,3,1,broke
252,85,2,40,1,1,1,broke
301,89,2,31,0,1,1,broke
305,98,2,91,2,1,1,broke
293,97,2,40,2,3,2,broke
298,100,1,50,0,1,3,broke
267,97,2,15,2,2,1,broke
272,95,1,98,0,2,1,broke
275,98,2,57,1,2,1,broke
255,90,1,55,0,3,2,broke
265,96,2,75,0,3,1,broke
286,86,1,65,2,3,2,broke
260,87,1,90,1,3,3,broke
302,89,1,90,2,1,3,broke
254,91,1,4,1,2,3,broke
273,86,2,38,0,1,1,broke
293,89,1,54,1,1,1,broke
260,94,1,65,0,3,2,broke
256,96,2,1,2,1,3,broke
308,97,2,21,2,2,1,broke
269,94,2,53,0,1,2,broke
291,89,2,67,1,3,3,broke
251,97,1,8,0,3,1,broke
292,94,1,99,0,3,3,broke
258,94,2,7,2,3,1,broke
276,88,1,95,1,2,2,broke
281,90,2,19,2,2,1,broke
296,90,2,5,1,3,2,broke
297,93,1,82,0,2,2,broke
298,96,1,29,2,3,1,broke
303,88,1,21,1,3,2,broke
286,100,2,25,2,2,1,broke
277,90,2,84,0,3,3,broke
292,98,2,83,0,1,2,broke
260,92,2,39,2,3,1,broke
290,98,2,12,2,3,3,broke
294,97,1,62,0,1,2,broke
298,93,2,38,0,1,3,broke
250,86,1,26,1,2,3,broke
309,92,1,8,0,1,3,broke
282,97,1,36,2,1,3,broke
303,94,1,49,2,2,1,broke
298,85,1,75,0,2,1,broke
286,90,2,37,1,1,3,broke
252,86,1,73,1,1,2,broke
273,93,1,64,0,1,3,broke
300,91,2,87,1,1,1,broke
269,98,2,56,2,1,1,broke
283,93,1,54,0,3,3,broke
288,100,2,93,2,2,3,broke
283,98,2,3,0,1,2,broke
266,99,2,70,0,2,2,broke
292,87,2,80,2,2,1,broke
251,96,2,58,0,2,3,broke
306,92,1,42,0,3,2,broke
252,94,2,67,1,1,3,broke
271,92,2,37,2,2,2,broke
282,96,1,89,1,3,1,broke
290,97,2,7,2,3,3,broke
306,87,2,32,1,3,2,broke
257,87,2,2,1,1,2,broke
299,90,1,25,1,2,1,broke
310,99,1,79,1,2,3,broke
295,88,1,92,0,2,3,broke
284,90,2,90,2,2,2,broke
278,87,1,40,1,1,3,broke
304,90,1,64,2,1,2,broke
291,89,2,30,0,2,1,broke
308,97,1,33,1,1,1,broke
294,94,2,70,1,1,3,broke
277,90,1,14,1,2,1,broke
300,88,2,80,2,2,3,broke
279,91,1,59,0,1,1,broke
303,86,2,86,0,2,2,broke
273,87,1,28,0,3,1,broke
259,91,2,55,1,1,1,broke
297,93,1,33,2,3,2,broke
295,95,1,64,2,2,1,broke
288,89,2,67,0,2,3,broke
281,99,1,72,2,1,3,broke
299,96,2,53,2,1,2,broke
273,100,1,75,1,3,1,broke
282,95,1,58,1,2,1,broke
305,85,1,7,0,1,2,broke
283,97,1,41,2,1,2,broke
276,86,2,36,0,1,1,broke
285,88,2,7,1,1,1,broke
263,90,2,66,1,1,3,broke
262,99,1,80,2,3,2,broke
273,90,2,15,1,2,1,broke
268,99,1,13,0,3,2,broke
283,85,2,36,0,2,1,broke
266,96,2,90,1,3,3,broke
302,100,1,30,2,3,2,broke
251,87,1,96,1,3,3,broke
274,94,2,16,1,2,3,broke
303,97,2,13,0,1,3,broke
264,92,1,34,0,1,2,broke
273,95,2,81,2,1,1,broke
296,94,2,18,0,3,2,broke
270,88,1,49,1,1,1,broke
307,94,2,58,2,3,3,broke
254,87,1,29,0,2,3,broke
267,87,1,34,0,2,1,broke
287,93,1,41,1,2,3,broke
258,92,2,36,0,2,1,broke
282,95,1,51,0,3,2,broke
287,88,2,100,2,2,1,broke
303,90,1,0,1,1,2,broke
254,86,2,58,1,1,1,broke
297,92,2,85,1,1,2,broke
282,96,1,69,2,2,1,broke
280,92,1,78,2,2,2,broke
292,91,1,84,1,2,1,broke
284,96,2,30,1,1,2,broke
288,96,1,83,1,2,1,broke
302,90,1,75,2,2,3,broke
293,100,2,95,2,1,3,broke
251,91,2,43,1,3,1,broke
310,86,1,6,0,1,2,broke
271,95,1,44,1,1,1,broke
265,85,2,62,2,2,1,broke
271,94,2,59,0,3,3,broke
264,100,1,64,0,2,2,broke
300,86,2,79,1,3,2,broke
297,100,1,62,1,3,2,broke
290,93,1,75,2,3,3,broke
259,98,1,94,2,3,1,broke
296,89,2,17,1,1,2,broke
252,93,1,31,1,2,1,broke
277,99,1,72,2,1,3,broke
304,95,2,32,2,2,3,broke
251,87,1,43,1,2,1,broke
290,85,1,21,1,1,2,broke
295,100,1,80,0,3,1,broke
264,93,2,0,2,1,2,broke
302,94,2,99,0,1,2,broke
261,96,1,100,0,2,2,broke
251,85,1,41,2,2,3,broke
280,93,1,96,0,2,3,broke
261,94,2,66,1,1,1,broke
304,99,1,83,0,3,2,broke
250,87,2,12,0,2,1,broke
260,95,2,2,1,2,2,broke
305,88,2,30,2,2,2,broke
280,99,2,63,2,3,1,broke
299,90,1,57,1,1,3,broke
279,91,2,75,2,1,2,broke
304,95,1,31,0,3,3,broke
297,93,1,67,0,3,2,broke
292,93,2,9,0,1,2,broke
254,98,1,5,1,3,3,broke
298,86,2,83,0,1,1,broke
255,88,1,14,1,2,3,broke
293,87,2,26,2,2,3,broke
291,90,1,7,2,3,2,broke
264,89,2,26,1,3,2,broke
290,95,2,18,1,3,2,broke
252,97,1,62,0,1,1,broke
297,94,2,21,2,1,2,broke
250,88,2,48,1,2,3,broke
289,99,2,23,2,2,3,broke
301,86,2,19,1,2,1,broke
299,98,1,98,2,1,1,broke
270,99,1,20,0,3,3,broke
256,90,2,57,0,3,1,broke
272,87,2,99,2,2,2,broke
278,90,1,10,0,1,3,broke
256,94,1,21,0,1,3,broke
273,95,2,14,0,3,3,broke
275,93,2,97,2,1,3,broke
293,100,2,77,1,2,1,broke
299,100,2,40,0,3,3,broke
290,87,1,46,0,1,2,broke
273,88,2,47,1,3,1,broke
291,100,2,38,2,1,2,broke
289,91,2,21,0,1,2,broke
262,97,1,3,0,1,3,broke
305,87,2,94,1,1,1,broke
283,94,2,15,0,3,3,broke
305,93,2,17,1,2,2,broke
254,92,1,2,0,1,1,broke
266,94,1,75,0,1,3,broke
298,89,2,91,1,3,1,broke
291,95,1,46,2,3,2,broke
277,96,2,32,1,2,3,broke
279,99,1,80,1,2,2,broke
261,87,1,93,2,2,3,broke
292,85,1,75,0,3,2,broke
272,92,2,68,2,1,2,broke
250,90,1,88,1,1,2,broke
273,85,2,79,0,3,1,broke
306,95,2,81,1,3,3,broke
270,93,2,24,2,2,1,broke
291,87,2,29,0,3,2,broke
275,91,1,66,0,2,2,broke
292,99,1,90,0,3,2,broke
255,94,1,82,1,2,2,broke
256,91,1,35,2,2,1,broke
257,99,1,74,0,2,3,broke
276,86,2,68,2,2,1,broke
299,88,1,22,2,2,2,broke
281,86,2,78,2,3,1,broke
310,98,1,28,0,3,1,broke
282,92,2,78,2,3,3,broke
269,89,2,11,1,3,1,broke
265,100,1,31,2,3,1,broke
296,100,1,26,1,2,2,broke
301,95,2,50,1,2,1,broke
255,91,1,84,1,1,1,broke
281,98,2,34,1,2,1,broke
281,91,2,14,1,3,3,broke
263,85,2,0,2,1,3,broke
301,90,1,99,1,1,1,broke
261,92,2,54,1,1,3,broke
303,98,1,1,1,1,3,broke
302,95,2,33,0,3,1,broke
298,88,1,61,1,2,2,broke
287,99,1,95,1,1,2,broke
250,88,1,5,1,3,1,broke
268,97,2,62,2,2,3,broke
283,94,1,14,1,3,3,broke
298,86,1,54,2,2,3,broke
297,91,1,20,1,1,1,broke
293,90,1,30,1,1,1,broke
302,88,1,84,2,2,2,broke
262,95,2,52,0,1,2,broke
305,85,2,87,1,2,2,broke
273,99,1,3,0,2,2,broke
251,91,2,4,1,3,1,broke
300,94,1,31,1,1,1,broke
276,97,1,67,1,1,2,broke
277,99,1,37,1,3,1,broke
275,99,2,48,1,2,3,broke
292,93,1,78,0,3,3,broke
266,97,1,68,2,3,2,broke
302,97,2,29,2,3,2,broke
284,94,2,92,0,3,2,broke
297,100,2,53,0,1,1,broke
279,87,1,33,0,3,3,broke
304,97,1,4,2,3,3,broke
260,92,1,68,0,3,3,broke
268,94,1,15,0,2,3,broke
307,92,1,58,2,1,3,broke
271,95,2,33,1,3,2,broke
280,93,2,27,0,2,1,broke
259,99,2,46,0,3,2,broke
289,85,1,78,0,3,2,broke
292,85,2,72,0,2,3,broke
257,89,1,50,0,3,3,broke
273,86,2,22,0,2,1,broke
275,93,2,96,0,1,2,broke
290,86,2,81,0,3,2,broke
266,97,2,51,1,1,3,broke
270,96,2,13,0,2,2,broke
302,97,2,45,2,3,2,broke
273,94,2,95,1,1,2,broke
297,98,2,39,1,3,3,broke
310,91,2,69,1,3,1,broke
266,95,2,41,0,3,1,broke
